"","CountrySender","CountryReceiver","HaveTreatise","DistanceSenderReceiver","logGDPsender","logGDPreceiver","LatSender","LatReceiver","LongSender","LongReceiver","logProtectedSpeciesSender","logProtectedSpeciesReceiver","logTonsFishTakenSender","logTonsFishTakenReceiver","numMultilateralTretiseSender","numMultilateralTretiseReceiver"
"54","ETH","KGZ",0,80,0.0075333900230139,-0.070918733570946,8,41,38,75,-0.901275588935617,-2.91088216814068,-1.61157392895036,-4.9599778874613,3,2
"55","ETH","TJK",0,80,0.0075333900230139,-0.0637133498496758,8,39,38,71,-0.901275588935617,-2.40686499820977,-1.61157392895036,-3.92534938713787,3,2
"56","ETH","TKM",0,80,0.0075333900230139,-0.00883673962384179,8,40,38,60,-0.901275588935617,-1.32630818535416,-1.61157392895036,-1.22421343648853,3,1
"57","ETH","UZB",0,80,0.0075333900230139,0.0189295247538834,8,41,38,64,-0.901275588935617,-1.99718166464497,-1.61157392895036,-2.83771532273456,3,1
"58","ETH","CHN",0,90,0.0075333900230139,0.206118035185016,8,35,38,105,-0.901275588935617,5.20592482608655,-1.61157392895036,10.6071966554874,3,21
"59","ETH","MNG",0,90,0.0075333900230139,-0.0596191783170128,8,46,38,105,-0.901275588935617,-3.64293297570956,-1.61157392895036,-3.62439608170558,3,2
"60","ETH","PRK",0,90,0.0075333900230139,-0.0294358004939141,8,40,38,127,-0.901275588935617,-1.1788313605718,-1.61157392895036,1.64624278270458,3,5
"61","ETH","KOR",0,90,0.0075333900230139,0.14475900123246,8,37,38,127.5,-0.901275588935617,-0.519827350091898,-1.61157392895036,5.03682764465042,3,30
"62","ETH","TWN",0,90,0.0075333900230139,0.116897342540649,8,23.5,38,121,-0.901275588935617,-4.64293297570956,-1.61157392895036,4.14970952363788,3,4
"63","ETH","JPN",0,90,0.0075333900230139,0.203766015284585,8,36,38,138,-0.901275588935617,3.03821277215905,-1.61157392895036,6.94372237799324,3,56
"64","ETH","THA",0,90,0.0075333900230139,0.101366400509773,8,15,38,100,-0.901275588935617,3.84234839852901,-1.61157392895036,5.96558987525385,3,9
"65","ETH","PHL",0,90,0.0075333900230139,0.0838220908588632,8,13,38,122,-0.901275588935617,3.41932477258899,-1.61157392895036,5.66600777367306,3,22
"66","ETH","MMR",0,90,0.0075333900230139,0.0329944542212868,8,22,38,98,-0.901275588935617,1.10162967082847,-1.61157392895036,5.15643339078151,3,13
"67","ETH","IDN",0,90,0.0075333900230139,0.131347232721708,8,-5,38,120,-0.901275588935617,7.10440714876117,-1.61157392895036,7.10879014740772,3,20
"68","ETH","LAO",0,90,0.0075333900230139,-0.0524944662448878,8,18,38,105,-0.901275588935617,0.152898547603161,-1.61157392895036,-0.589488503503667,3,2
"69","ETH","KHM",0,90,0.0075333900230139,-0.0334080003543469,8,13,38,105,-0.901275588935617,0.648569646419623,-1.61157392895036,2.546833810497,3,16
"70","ETH","VNM",0,90,0.0075333900230139,0.0596381984059793,8,16,38,106,-0.901275588935617,2.13939700741571,-1.61157392895036,5.3575033741835,3,13
"71","ETH","MYS",0,90,0.0075333900230139,0.0908767938387531,8,2.5,38,112.5,-0.901275588935617,3.10303371670528,-1.61157392895036,4.47662563717213,3,18
"72","ETH","SGP",0,90,0.0075333900230139,0.0864734401804834,8,1.3667,38,103.8,-0.901275588935617,0.357067024290441,-1.61157392895036,-2.73662539515627,3,3
"73","ETH","BRN",0,90,0.0075333900230139,-0.0294358004939141,8,4.5,38,114.6667,-0.901275588935617,-1.81450585096337,-1.61157392895036,-2.5968412671735,3,2
"74","ETH","TLS",0,90,0.0075333900230139,-0.150445045674009,8,8.8742,38,125.7275,-0.901275588935617,-2.40686499820977,-1.61157392895036,-6.35206581372876,3,8
